Time, RA, DEC
3/9/2017 8:37:38 PM,12.8028251207257,0
3/9/2017 8:37:48 PM,12.8056121801502,0
3/9/2017 8:37:58 PM,12.8083975585734,0
3/9/2017 8:38:11 PM,19.9999291086175,20
3/9/2017 8:38:18 PM,19.9999289673327,20
3/9/2017 8:38:28 PM,19.9999290505865,20
3/9/2017 8:38:38 PM,19.9999292389478,20
