Time, RA, DEC
4/8/2017 10:47:34 PM,15.8958675477344,0
4/8/2017 10:47:35 PM,15.8961446949736,0
4/8/2017 10:47:36 PM,15.8964232318084,0
4/8/2017 10:47:37 PM,15.8967012083284,0
